100 90 80
255 60 20
0.235 0.133 0.129
2.0
6 147 188
93 0.885191 -0.141448 -0.377927 0.760590 0.526043
94 0.846093 -0.197228 -0.445971 0.806177 0.551538
95 0.831600 -0.247405 -0.501354 0.834305 0.573707
96 0.823497 -0.202869 -0.447721 0.816199 0.547474
97 0.835976 -0.155828 -0.388647 0.786778 0.521609
98 0.839469 -0.108390 -0.315093 0.758004 0.486419
99 0.828759 -0.080708 -0.258587 0.739576 0.453534
100 0.838333 -0.051762 -0.194458 0.714357 0.430255
101 0.855013 -0.028292 -0.129105 0.686877 0.407347
102 0.892218 -0.010368 -0.065759 0.650342 0.392833
103 0.945732 0.000000 0.032173 0.598937 0.364707
104 0.928605 -0.004266 0.101472 0.585268 0.330958
105 0.883186 -0.022365 0.184184 0.575879 0.277304
106 0.828825 -0.056812 0.267539 0.569423 0.218285
107 0.775974 -0.108340 0.353121 0.561207 0.155913
108 0.740806 -0.151309 0.408622 0.555926 0.112989
109 0.972089 -0.004932 0.104300 0.567663 0.345713
110 0.994588 -0.020968 0.183606 0.533039 0.318886
111 1.004119 -0.065808 0.309012 0.486679 0.265232
112 1.014865 -0.129689 0.423180 0.440906 0.214261
113 1.020880 -0.193418 0.510062 0.404521 0.172009
114 1.030547 -0.291327 0.616567 0.355228 0.117013
115 1.078511 -0.023176 0.134040 0.516608 0.371869
116 1.223853 -0.113376 0.278303 0.406869 0.361809
117 1.345402 -0.253508 0.413057 0.297717 0.345713
118 1.427473 -0.386613 0.506464 0.212626 0.332299
119 1.501770 -0.536962 0.590749 0.125773 0.318886
120 1.550710 -0.647431 0.640907 0.065329 0.312179
121 1.071515 -0.013701 0.058056 0.544189 0.402720
122 1.225222 -0.066321 0.082775 0.474355 0.450338
123 1.372303 -0.155073 0.111334 0.400414 0.497285
124 1.511746 -0.275529 0.132478 0.324712 0.549597
125 1.637219 -0.419314 0.155787 0.246076 0.600568
126 1.757076 -0.592658 0.179233 0.159810 0.655563
127 1.839889 -0.738476 0.201896 0.089390 0.695133
128 1.044913 -0.008704 0.007543 0.570826 0.415033
129 1.173312 -0.048729 -0.053836 0.540293 0.491316
130 1.313657 -0.132006 -0.126242 0.506209 0.583017
131 1.453950 -0.260699 -0.202155 0.469285 0.686890
132 1.590131 -0.427989 -0.264100 0.423840 0.795828
133 1.692113 -0.582262 -0.302411 0.381946 0.884283
134 1.749251 -0.684745 -0.326833 0.357094 0.941089
135 1.015465 -0.009147 -0.046031 0.599428 0.427725
136 1.076040 -0.046322 -0.165994 0.615049 0.504819
137 1.120296 -0.095401 -0.260466 0.629251 0.567306
138 1.160733 -0.154798 -0.344223 0.642032 0.626546
139 1.199269 -0.225515 -0.423576 0.654814 0.686598
140 1.252953 -0.346926 -0.531679 0.673275 0.776676
141 1.277863 -0.409721 -0.578142 0.681086 0.819686
142 0.952614 -0.004878 -0.043880 0.622860 0.403542
143 0.917738 -0.028958 -0.152947 0.672068 0.439249
144 0.886952 -0.080019 -0.274306 0.725963 0.483882
145 0.863719 -0.136997 -0.367524 0.769704 0.520481
146 0.841440 -0.186521 -0.431450 0.804071 0.544583
0 37 36 119
1 36 35 118
2 24 22 21
3 22 24 23
4 33 117 34
5 21 25 24
6 117 35 34
7 38 120 39
8 38 37 120
9 40 39 120
10 119 120 37
11 118 119 36
12 119 40 120
13 119 118 41
14 43 42 118
15 117 43 118
16 41 118 42
17 119 41 40
18 35 117 118
19 25 21 114
20 20 113 114
21 20 114 21
22 27 26 113
23 26 114 113
24 20 19 113
25 18 112 113
26 112 17 16
27 17 112 18
28 112 16 111
29 18 113 19
30 27 113 112
31 32 116 33
32 116 32 31
33 33 116 117
34 112 29 28
35 28 27 112
36 30 29 111
37 31 30 116
38 116 30 115
39 111 29 112
40 122 116 115
41 110 30 111
42 26 25 114
43 44 117 116
44 125 48 47
45 125 126 48
46 48 126 49
47 47 46 125
48 43 117 44
49 46 124 125
50 46 45 124
51 124 45 44
52 55 125 56
53 44 123 124
54 126 125 54
55 50 127 52
56 127 50 49
57 52 51 50
58 49 126 127
59 54 53 126
60 54 125 55
61 127 53 52
62 126 53 127
63 56 125 124
64 57 124 123
65 59 58 131
66 124 57 56
67 130 57 123
68 129 130 122
69 131 132 59
70 131 57 130
71 132 131 68
72 131 58 57
73 131 69 68
74 130 123 122
75 44 116 123
76 59 132 60
77 62 61 133
78 133 134 62
79 134 133 64
80 134 64 63
81 62 134 63
82 61 60 133
83 132 66 133
84 133 66 65
85 60 132 133
86 64 133 65
87 132 67 66
88 132 68 67
89 131 130 71
90 122 123 116
91 111 16 15
92 8 7 6
93 10 9 107
94 8 107 9
95 6 108 8
96 108 6 5
97 106 107 3
98 8 108 107
99 4 107 5
100 107 106 10
101 107 108 5
102 10 106 11
103 14 110 111
104 115 110 109
105 115 30 110
106 14 13 110
107 122 115 121
108 12 11 106
109 109 103 115
110 110 13 109
111 105 13 12
112 103 121 115
113 13 104 109
114 121 129 122
115 105 12 106
116 2 106 3
117 103 109 104
118 0 104 105
119 106 2 105
120 3 107 4
121 1 0 105
122 103 102 142
123 0 103 104
124 1 105 2
125 128 121 103
126 103 135 128
127 135 103 142
128 136 135 90
129 90 135 142
130 90 143 91
131 128 135 129
132 143 142 102
133 121 128 129
134 101 100 143
135 100 144 143
136 144 100 99
137 144 99 98
138 142 143 90
139 102 101 143
140 91 143 144
141 104 13 105
142 90 89 136
143 129 74 73
144 129 135 74
145 74 136 75
146 73 72 130
147 89 88 136
148 74 135 136
149 137 76 75
150 137 136 88
151 138 137 87
152 76 137 138
153 87 137 88
154 137 75 136
155 70 131 71
156 131 70 69
157 72 71 130
158 77 138 139
159 78 139 79
160 139 78 77
161 140 139 84
162 139 138 85
163 76 138 77
164 130 129 73
165 93 92 145
166 92 91 144
167 144 145 92
168 146 93 145
169 97 145 98
170 146 96 94
171 96 146 97
172 94 96 95
173 94 93 146
174 145 97 146
175 141 140 83
176 79 139 140
177 81 80 82
178 141 80 140
179 82 80 141
180 140 84 83
181 140 80 79
182 83 82 141
183 85 138 86
184 85 84 139
185 138 87 86
186 145 144 98
187 15 14 111
