########
resolution=0.2
radius=1.2
KNN=18
angle1=80.0
angle2=70.0
angle3=30.0
angle4=75.0
branchThick=0.04
leafSize=0.09
refineTrunk=0
332711.588000	8118553.943000	422.535000
5.000000	417.972000	332712.457000
8118553.927000	422.759000	5.000000
417.959000	332712.117000	8118553.955000
422.871000	5.000000	417.964000
332712.211000	8118553.969000	423.093000
5.000000	417.962000	332712.289000
8118553.988000	423.254000	5.000000
417.960000	332710.758000	8118554.776000
422.527000	5.000000	417.982000
332710.971000	8118554.789000	422.740000
5.000000	417.981000	332710.865000
8118554.828000	423.056000	5.000000
417.981000	332710.557000	8118554.850000
423.129000	5.000000	417.982000
332710.734000	8118554.431000	423.374000
5.000000	417.981000	332710.963000
8118554.469000	423.552000	5.000000
417.981000	332710.956000	8118554.444000
423.586000	5.000000	417.981000
332711.751000	8118554.963000	421.958000
5.000000	417.960000	332711.662000
8118554.187000	422.369000	5.000000
417.969000	332711.383000	8118554.735000
422.415000	5.000000	417.971000
332711.937000	8118554.323000	422.593000
5.000000	417.962000	332711.570000
8118554.320000	422.706000	5.000000
417.969000	332711.642000	8118554.336000
422.724000	5.000000	417.968000
332711.354000	8118554.368000	423.127000
5.000000	417.974000	332711.137000
8118554.826000	423.150000	5.000000
417.977000	332711.906000	8118554.557000
423.150000	5.000000	417.960000
332711.006000	8118554.624000	423.173000
5.000000	417.980000	332711.920000
8118554.955000	423.314000	5.000000
417.955000	332711.321000	8118554.136000
423.323000	5.000000	417.975000
332711.629000	8118554.891000	423.327000
5.000000	417.964000	332711.581000
8118554.281000	423.393000	5.000000
417.969000	332711.362000	8118554.820000
423.406000	5.000000	417.971000
332711.346000	8118554.845000	423.427000
5.000000	417.971000	332711.600000
8118554.653000	423.478000	5.000000
417.966000	332711.326000	8118554.582000
423.635000	5.000000	417.973000
332711.299000	8118554.308000	423.732000
5.000000	417.975000	332711.224000
8118554.447000	423.735000	5.000000
417.976000	332711.450000	8118554.461000
423.959000	5.000000	417.971000
332711.838000	8118554.569000	423.961000
5.000000	417.961000	332711.549000
8118554.522000	423.966000	5.000000
417.968000	332711.765000	8118554.448000
423.977000	5.000000	417.964000
332712.748000	8118554.881000	421.968000
5.000000	417.934000	332712.712000
8118554.642000	422.125000	5.000000
417.940000	332712.710000	8118554.655000
422.231000	5.000000	417.940000
332712.981000	8118554.821000	422.253000
5.000000	417.929000	332712.952000
8118554.658000	422.381000	5.000000
417.934000	332712.692000	8118554.786000
422.542000	5.000000	417.937000
332712.517000	8118554.713000	422.704000
5.000000	417.943000	332712.677000
8118554.902000	422.819000	5.000000
417.935000	332712.753000	8118554.731000
