########
resolution=0.2
radius=1.1
KNN=6
angle1=70.0
angle2=70.0
angle3=30.0
angle4=120.0
branchThick=0.04
leafSize=0.13
refineTrunk=0
345914.135000	7298373.791000	293.973000	28	284.929000
345910.981000	7298375.849000	295.976000	28	284.933000
345913.692000	7298374.294000	294.852000	28	284.939000
345912.910000	7298375.787000	295.100000	28	284.960000
345911.135000	7298373.137000	295.516000	28	284.943000
345914.119000	7298375.264000	293.684000	28	284.929000
345912.064000	7298373.712000	294.110000	28	284.943000
345908.912000	7298373.908000	295.088000	28	284.942000
345912.016000	7298372.029000	294.981000	28	284.953000
345916.039000	7298374.535000	291.349000	28	284.907000
345913.066000	7298371.362000	293.755000	28	284.961000
345913.255000	7298375.698000	295.817000	28	284.954000
345910.987000	7298373.232000	295.772000	28	284.942000
345914.053000	7298371.181000	292.408000	28	284.925000
345911.048000	7298372.268000	295.438000	28	284.951000
345909.650000	7298373.919000	295.245000	28	284.944000
345912.944000	7298374.625000	294.070000	28	284.958000
345911.164000	7298374.714000	294.532000	28	284.932000
345911.393000	7298377.005000	296.603000	28	284.944000
345913.528000	7298372.860000	294.017000	28	284.934000
345910.938000	7298370.604000	294.345000	28	284.951000
345909.338000	7298374.706000	295.658000	28	284.949000
345908.311000	7298374.677000	295.506000	28	284.929000
345910.965000	7298372.531000	295.617000	28	284.948000
345915.261000	7298374.247000	293.055000	28	284.909000
345915.107000	7298375.085000	292.211000	28	284.903000
345912.077000	7298376.643000	296.298000	28	284.949000
345910.989000	7298376.935000	296.028000	28	284.940000
345911.920000	7298371.495000	295.312000	28	284.959000
345909.821000	7298375.883000	296.109000	28	284.943000
345913.652000	7298373.538000	294.532000	28	284.935000
345914.077000	7298372.488000	293.613000	28	284.927000
345912.172000	7298371.958000	295.327000	28	284.954000
345911.264000	7298370.679000	294.614000	28	284.958000
345910.936000	7298371.853000	294.975000	28	284.953000
345911.232000	7298376.965000	296.581000	28	284.942000
345910.472000	7298374.486000	295.577000	28	284.937000
345913.241000	7298376.254000	295.770000	28	284.952000
345911.007000	7298375.859000	295.924000	28	284.933000
345914.054000	7298374.048000	294.688000	28	284.930000
345912.690000	7298370.952000	292.631000	28	284.968000
345914.233000	7298373.915000	293.898000	28	284.927000
345910.883000	7298375.774000	295.886000	28	284.933000
345913.820000	7298374.216000	294.793000	28	284.936000
345912.794000	7298375.798000	295.093000	28	284.958000
345911.014000	7298373.255000	295.474000	28	284.942000
345914.539000	7298375.068000	293.627000	28	284.917000
345912.260000	7298373.885000	294.088000	28	284.945000
345912.034000	7298372.132000	294.927000	28	284.952000
345913.318000	7298371.726000	293.577000	28	284.948000
345913.353000	7298375.875000	295.720000	28	284.950000
345910.965000	7298373.262000	295.532000	28	284.942000
345914.044000	7298371.403000	292.322000	28	284.926000
345911.439000	7298372.370000	295.361000	28	284.949000
345912.113000	7298374.065000	294.005000	28	284.944000
345911.506000	7298374.567000	294.033000	28	284.938000
345911.841000	7298377.117000	296.510000	28	284.948000
345913.561000	7298372.727000	293.994000	28	284.935000
345910.850000	7298370.936000	294.336000	28	284.954000
345909.359000	7298374.725000	295.593000	28	284.949000
345915.000000	7298376.183000	291.408000	28	284.896000
345910.820000	7298372.557000	295.519000	28	284.946000
345915.102000	7298374.398000	293.055000	28	284.908000
345915.126000	7298375.365000	291.880000	28	284.901000
345912.008000	7298376.944000	296.223000	28	284.949000
345910.940000	7298376.617000	296.028000	28	284.938000
345911.450000	7298371.979000	295.246000	28	284.953000
345909.661000	7298375.764000	295.851000	28	284.945000
345913.491000	7298373.603000	294.481000	28	284.938000
