########
resolution=0.2
radius=1.2
KNN=18
angle1=80.0
angle2=75.0
angle3=25.0
angle4=75.0
branchThick=0.04
leafSize=0.13
refineTrunk=0
322954.949000	8163395.637000	421.370000
5.000000	410.923000	322954.924000
8163395.966000	421.383000	5.000000
410.911000	322954.809000	8163395.717000
421.391000	5.000000	410.916000
322954.887000	8163395.655000	421.426000
5.000000	410.920000	322954.903000
8163395.627000	421.443000	5.000000
410.922000	322954.851000	8163395.966000
422.010000	5.000000	410.909000
322955.292000	8163395.946000	421.210000
5.000000	410.916000	322955.033000
8163395.859000	421.300000	5.000000
410.917000	322954.990000	8163396.320000
421.628000	5.000000	410.901000
322954.906000	8163396.784000	421.665000
5.000000	410.884000	322954.957000
8163396.570000	421.766000	5.000000
410.892000	322954.606000	8163396.138000
421.823000	5.000000	410.898000
322954.553000	8163396.147000	421.888000
5.000000	410.896000	322954.641000
8163396.081000	421.900000	5.000000
410.901000	322954.926000	8163396.812000
421.928000	5.000000	410.884000
322954.816000	8163396.348000	421.960000
5.000000	410.896000	322954.741000
8163396.002000	421.965000	5.000000
410.906000	322954.829000	8163396.279000
421.982000	5.000000	410.899000
322954.880000	8163396.269000	422.015000
5.000000	410.900000	322954.970000
8163396.537000	422.273000	5.000000
410.894000	322955.055000	8163396.081000
421.204000	5.000000	410.910000
322955.154000	8163396.041000	421.232000
5.000000	410.912000	322955.091000
8163396.050000	421.245000	5.000000
410.911000	322955.227000	8163396.080000
421.246000	5.000000	410.911000
322955.197000	8163396.100000	421.567000
5.000000	410.910000	322955.143000
8163396.244000	421.571000	5.000000
410.905000	322955.142000	8163396.233000
421.574000	5.000000	410.906000
322955.184000	8163396.143000	421.598000
5.000000	410.909000	322955.055000
8163396.315000	421.648000	5.000000
410.902000	322955.315000	8163396.118000
421.725000	5.000000	410.911000
322955.015000	8163396.409000	421.751000
5.000000	410.899000	322955.319000
8163396.517000	421.755000	5.000000
410.899000	322955.155000	8163396.887000
421.782000	5.000000	410.885000
322955.241000	8163396.672000	421.784000
5.000000	410.894000	322955.337000
8163396.452000	421.837000	5.000000
410.901000	322955.404000	8163396.447000
421.862000	5.000000	410.902000
322955.146000	8163396.833000	421.882000
5.000000	410.887000	322955.050000
8163396.398000	421.929000	5.000000
410.899000	322955.108000	8163396.377000
421.984000	5.000000	410.901000
322955.246000	8163396.831000	421.991000
5.000000	410.889000	322955.240000
8163396.929000	422.041000	5.000000
410.886000	322955.187000	8163396.379000
422.049000	5.000000	410.902000
322955.124000	8163396.462000	422.081000
5.000000	410.898000	322955.991000
8163396.408000	422.227000	5.000000
410.911000	322955.272000	8163396.895000
422.263000	5.000000	410.887000
322955.446000	8163396.772000	422.408000
5.000000	410.894000	322955.889000
8163396.642000	422.410000	5.000000
410.904000	322955.984000	8163396.852000
422.434000	5.000000	410.901000
322955.553000	8163396.631000	422.466000
5.000000	410.899000	322955.112000
8163396.806000	422.505000	5.000000
410.887000	322955.119000	8163396.907000
422.512000	5.000000	410.884000
322955.729000	8163396.233000	422.518000
5.000000	410.912000	322955.065000
8163396.834000	422.537000	5.000000
410.886000	322955.611000	8163396.512000
422.540000	5.000000	410.903000
322955.731000	8163396.494000	422.543000
5.000000	410.906000	322955.000000
8163396.422000	422.557000	5.000000
410.898000	322955.816000	8163396.360000
422.559000	5.000000	410.910000
322955.800000	8163396.401000	422.566000
5.000000	410.909000	322955.872000
